00005 10.3
00011  9.8
00012  9.1
00016  9.1
00020  8.4
00022  8.8
00029  8.5
00045  8.5
00047  6.5
00059  6.5
00060  8.9
00163  5.9
00192  5.9
00202  8.2
00204  6.5
00271  5.9
00340  7.4
00424  8.2
00426  6.3
00447  6.0
00574  5.9
00579 10.9
00622  5.9
00669  6.5
00671  6.4
00694  3.5
00703  6.5
00727  6.3
00733  5.5
00741  6.3
00746  8.4
00801  8.5
00809  9.5
00815  6.0
00829  8.4
00876  7.4
00877  5.1
00893  6.5
00953  6.5
01000  6.3
01001  5.3
01245  6.3
01314  6.3
01316  7.8
01359  5.3
01389  8.1
01428  6.5
01510 11.0
01575  5.5
01589  5.5
01613  6.2
01616  8.1
01642  6.5
01646  7.2
01668  6.5
01680  6.7
01684  7.1
01716  6.8
01804  8.2
01807  6.3
01822  6.1
01843  4.9
01944  7.8
01982  8.4
02121  6.2
02122  6.2
02123  8.1
02124  8.1
02142  6.3
02144  6.3
02173  6.9
02174  6.3
02253  6.1
02255  6.3
02328  8.1
02403  6.0
02422  8.1
02481  6.0
02741  8.1
02801  6.3
02802  5.5
02825  6.3
02826  9.8
03019  5.0
03047  6.3
03048  5.5
03081  5.9
03129  7.3
03131  5.5
03158  5.9
03229  6.3
03230  5.5
03271  8.1
03307  7.4
03504  6.0
03530  6.4
03577  5.5
03597  6.3
03598  5.0
03615  8.4
03616  6.5
03669  7.8
03819  5.5
03835  5.8
03890  6.9
03892  6.3
04053  7.8
04070  6.3
04071  5.5
04119  5.8
04138  6.3
04139  5.5
04159  6.3
04216  6.5
04254  7.3
04255  5.5
04322  6.5
04327  6.0
04362  6.9
04369  6.3
04370  5.5
04391  5.5
04392  6.2
04393  5.8
04394  5.1
04419  5.8
04420  5.1
04564  5.9
04578  6.3
04579  5.5
04584  5.1
04588  6.3
04589  5.5
04597  5.3
04598  6.2
04603  5.9
04614  6.0
04675  6.4
04719  6.8
04783  6.9
04784  5.5
04786  3.9
04793  8.0
04794  6.5
04799  6.9
04800  5.5
04813  5.4
04814  5.1
04849  5.8
04850  5.1
04922  6.2
04964  6.2
05051  5.5
05105  5.9
05117  5.4
05118  5.1
05143  5.1
05174  6.3
05175  5.5
05181  5.5
05204  5.0
05218  5.5
05239  5.5
05281  7.2
05282  4.7
05328  5.1
05398  6.5
05555  5.5
05557  7.0
05560  5.8
05580  8.2
05581  8.5
05614  7.3
05615  5.5
05678  6.0
05679  6.0
05680  8.0
05681  8.0
05682  8.0
05683  6.9
05685  5.5
05705  6.3
05707  5.5
05721  5.9
05729  7.2
05730  5.5
05731  5.8
05732  5.1
05846  6.9
05847  5.5
05851  5.0
05907  5.5
05917  5.8
05918  5.1
06019  6.9
06020  5.5
06059  6.3
06061  5.5
06073  6.0
06079  5.8
06080  5.1
06125  5.5
06126  6.9
06149  5.5
06153  6.3
06154  5.9
06155  5.0
06207  5.5
06212  4.7
06217  7.2
06218  8.1
06235  8.0
06237  6.5
06256  5.8
06257  5.1
06271  5.5
06275  7.0
06305  6.9
06306  5.8
06320  5.5
06323  6.3
06324  5.5
06350  6.8
06392  5.8
06393  5.1
06659  5.8
06660  5.1
06683  5.5
06691  5.0
06708  5.5
06779  5.0
06826  5.5
06829  5.5
06853  5.5
06965  6.3
06966  5.5
06993  5.5
07003  7.2
07004  5.5
07005  5.9
07009  5.5
07017  6.2
07025  6.8
07032  6.5
07095  5.5
07209  5.8
07210  5.1
07273  5.5
07274  5.8
07275  5.1
07284  5.5
07291  5.9
07297  5.9
07318  5.5
07337  6.8
07338  5.5
07350  5.5
07363  5.8
07364  5.1
07411  7.0
07426  5.5
07433  6.3
07434  5.5
07443  5.5
07477  5.5
07490  5.8
07493  5.1
07529  6.9
07574  5.8
07575  5.1
07594  5.5
07615  6.9
07647  8.5
07665  5.5
07686  5.5
07714  5.8
07715  5.1
07718  5.9
07727  5.9
07734  7.8
07735  5.8
07737  5.5
07769  5.5
07816  7.0
07831  5.5
07832  7.2
07857  5.6
07924  6.9
07946  5.9
08026  5.3
08027  5.1
08063  5.8
08073  5.5
08128  5.1
08133  5.8
08293  5.8
08294  5.1
08295  5.5
08311  6.5
08326  5.5
08343  6.3
08344  5.5
08421  5.5
08458  6.3
08459  5.5
08473  5.9
08482  5.0
08519  5.8
08520  5.1
08597  5.5
08615  5.5
08646  5.5
08688  6.2
08709  8.4
08744  6.8
08745  5.5
08799  5.8
08800  5.1
08818  8.0
08835  8.0
08836  8.0
08845  5.8
08846  5.1
08874  5.5
08884  8.0
08897  5.5
08916  5.0
08923  6.3
08924  5.5
09013  5.5
09022  6.3
09023  5.5
09040  5.7
09044  5.5
09057  8.0
09062  5.5
09063  6.0
09415  6.5
09443  6.3
09444  5.5
09468  8.3
09481  5.8
09482  5.1
09486  5.9
09494  5.9
09510  5.5
09598  5.5
09613  5.5
09634  6.0
09638  5.5
09661  5.3
09662  5.1
09738  5.5
09786  5.5
09803  5.0
09848  5.5
09903  5.8
09904  5.1
10011  5.5
10020  5.5
10033  6.5
10062  5.0
10095  6.8
10096  5.5
10114  5.1
10120  6.3
10121  5.5
10138  5.5
10142  5.5
10144  6.4
10184  5.8
10234  7.9
10246  7.9
10293  5.5
10295  5.8
10309  7.9
10355  5.5
10358  5.9
10363  5.1
10461  5.5
10490  5.8
10492  5.5
10502  8.0
10513  5.5
10514  5.3
10515  5.1
10517  5.8
10520  6.3
10521  5.5
10529  8.0
10531  6.0
10537  5.5
10539  6.7
10541  5.5
10544  8.0
10561  5.4
10582  5.1
10591  5.5
10594  8.0
10600  5.5
10661  6.0
10674  7.1
10675  8.4
10676  6.3
10677  5.5
10693  5.5
10702  6.9
10732  5.5
10745  5.5
10777  5.5
10793  5.8
10820  6.5
10856  5.8
10861  5.1
10918  5.5
10938  5.5
10954  5.5
10961  6.3
10962  5.5
10967  3.9
10973  5.2
10974  5.5
10992  5.5
11006  5.5
11051  5.5
11056  5.1
11057  5.5
11060  6.1
11080  6.4
11081  5.8
11084  6.0
11087  5.5
11111  6.3
11112  5.5
11136  5.5
11155  5.4
11156  5.1
11165  6.4
11166  5.1
11170  5.5
11239  5.5
11251  5.8
11252  5.1
11266  5.5
11267  5.1
11269  5.1
11285  5.3
11286  5.5
11288  5.3
11289  5.1
11304  5.5
11309  5.5
11321  5.5
11327  5.5
11332  5.1
11379  5.5
11389  6.5
11397  5.0
11416  6.1
11425  6.3
11427  5.5
11458  5.1
11510  6.3
11511  5.5
11546  5.5
11573  6.3
11574  5.5
11586  5.5
11600  5.4
11601  5.1
11605  5.3
11608  5.1
11630  5.1
11636  5.5
11668  5.5
11669  6.0
11671  5.5
11672  5.1
11681  5.5
11682  5.4
11683  5.1
11699  5.5
11720  8.0
11731  8.0
11732  8.0
11736  5.5
11745  8.0
11751  5.5
11765  6.8
11788  5.6
11804  5.5
11821  5.4
11822  5.1
11841  6.0
11849  5.1
11852  6.0
11869  6.3
11870  5.5
11883  5.5
11932  5.4
11933  5.1
11962  5.3
11963  5.1
12054  4.9
12069  5.0
12071  5.4
12072  5.1
12088  5.5
12092  5.5
12115  5.5
12138  7.2
12139  5.5
12150  5.5
12154  5.4
12155  5.1
12156  5.5
12201  5.6
12298  5.5
12319  5.6
12328  5.5
12339  5.0
12363  5.0
12388  7.2
12389  5.5
12409  5.9
12442  6.3
12443  5.5
12445  5.0
12456  5.3
12457  5.1
12464  5.4
12465  5.1
12474  6.0
12497  5.0
12508  5.4
12532  5.7
12545  6.5
12553  6.1
12585  5.8
12586  5.1
12618  5.5
12644  5.5
12645  6.0
12646  5.1
