Unknown 041206Unknown 041206
1 90027U 04841A   06181.11265127 0.00000000  00000-0  00000+0 0    08
2 90027  62.6068 145.5254 6992780 268.7545  17.6907  2.00624059    00

0110,90027,20060701040317,01,FM,0251700000,0251698237,5
0110,90027,20060701040738,01,FM,0251700000,0251698277,5
0110,90027,20060701041140,01,FM,0251700000,0251698315,5
0110,90027,20060701041601,01,FM,0251700000,0251698356,5
0110,90027,20060701042013,01,FM,0251700000,0251698395,5
0110,90027,20060701042414,01,FM,0251700000,0251698433,5
0110,90027,20060701042805,01,FM,0251700000,0251698469,5
0110,90027,20060701043217,01,FM,0251700000,0251698509,5
0110,90027,20060701043639,01,FM,0251700000,0251698549,5
0110,90027,20060701044050,01,FM,0251700000,0251698588,5
0110,90027,20060701044441,01,FM,0251700000,0251698624,5
0110,90027,20060701044853,01,FM,0251700000,0251698662,5
0110,90027,20060701045254,01,FM,0251700000,0251698698,5
0110,90027,20060701045716,01,FM,0251700000,0251698738,5
0110,90027,20060701050117,01,FM,0251700000,0251698773,5
0110,90027,20060701050539,01,FM,0251700000,0251698812,5
0110,90027,20060701051000,01,FM,0251700000,0251698850,5
0110,90027,20060701051422,01,FM,0251700000,0251698888,5
0110,90027,20060701051904,01,FM,0251700000,0251698928,5
0110,90027,20060701052325,01,FM,0251700000,0251698965,5
0110,90027,20060701052737,01,FM,0251700000,0251699001,5
0110,90027,20060701053159,01,FM,0251700000,0251699037,5
0110,90027,20060701053620,01,FM,0251700000,0251699073,5
0110,90027,20060701054042,01,FM,0251700000,0251699109,5
0110,90027,20060701054524,01,FM,0251700000,0251699147,5
0110,90027,20060701055849,01,FM,0251700000,0251699254,5
0110,90027,20060701060331,01,FM,0251700000,0251699291,5
0110,90027,20060701060812,01,FM,0251700000,0251699328,5
0110,90027,20060701061224,01,FM,0251700000,0251699360,5
0110,90027,20060701061646,01,FM,0251700000,0251699394,5
0110,90027,20060701062057,01,FM,0251700000,0251699425,5
0110,90027,20060701062458,01,FM,0251700000,0251699456,5
0110,90027,20060701062910,01,FM,0251700000,0251699487,5
0110,90027,20060701063332,01,FM,0251700000,0251699520,5
0110,90027,20060701063753,01,FM,0251700000,0251699552,5
0110,90027,20060701064205,01,FM,0251700000,0251699583,5
0110,90027,20060701064626,01,FM,0251700000,0251699615,5
0110,90027,20060701065058,01,FM,0251700000,0251699649,5
0110,90027,20060701065509,01,FM,0251700000,0251699679,5
0110,90027,20060701065911,01,FM,0251700000,0251699708,5
0110,90027,20060701070905,01,FM,0251700000,0251699779,5
0110,90027,20060701071316,01,FM,0251700000,0251699809,5
0110,90027,20060701071728,01,FM,0251700000,0251699839,5
0110,90027,20060701072150,01,FM,0251700000,0251699870,5
0110,90027,20060701072601,01,FM,0251700000,0251699899,5
0110,90027,20060701073033,01,FM,0251700000,0251699931,5
0110,90027,20060701073515,01,FM,0251700000,0251699964,5
0110,90027,20060701073936,01,FM,0251700000,0251699995,5
0110,90027,20060701074358,01,FM,0251700000,0251700025,5
0110,90027,20060701074809,01,FM,0251700000,0251700055,5
0110,90027,20060701075622,01,FM,0251700000,0251700112,5
0110,90027,20060701080044,01,FM,0251700000,0251700142,5
0110,90027,20060701080506,01,FM,0251700000,0251700172,5
0110,90027,20060701080917,01,FM,0251700000,0251700201,5
0110,90027,20060701081329,01,FM,0251700000,0251700230,5
0110,90027,20060701081750,01,FM,0251700000,0251700261,5
0110,90027,20060701082152,01,FM,0251700000,0251700288,5
0110,90027,20060701082543,01,FM,0251700000,0251700315,5
0110,90027,20060701083015,01,FM,0251700000,0251700347,5
0110,90027,20060701083426,01,FM,0251700000,0251700376,5
0110,90027,20060701083838,01,FM,0251700000,0251700405,5
0110,90027,20060701084320,01,FM,0251700000,0251700438,5
0110,90027,20060701084902,01,FM,0251700000,0251700477,5
0110,90027,20060701085314,01,FM,0251700000,0251700507,5
0110,90027,20060701085725,01,FM,0251700000,0251700536,5
0110,90027,20060701090147,01,FM,0251700000,0251700567,5
0110,90027,20060701090619,01,FM,0251700000,0251700599,5
0110,90027,20060701091040,01,FM,0251700000,0251700630,5
0110,90027,20060701091512,01,FM,0251700000,0251700662,5
0110,90027,20060701092004,01,FM,0251700000,0251700697,5
0110,90027,20060701092416,01,FM,0251700000,0251700727,5
0110,90027,20060701092837,01,FM,0251700000,0251700758,5
