Unknown 041206
1 90027U 04841A   06181.11265127 0.00000000  00000-0  00000+0 0    08
2 90027  62.6068 145.5254 6992780 268.7545  17.6907  2.00624059    00

0110,90027,20060701040332,01,FM,0256375000,0256373203,5
0110,90027,20060701040754,01,FM,0256375000,0256373244,5
0110,90027,20060701041155,01,FM,0256375000,0256373282,5
0110,90027,20060701041617,01,FM,0256375000,0256373324,5
0110,90027,20060701042028,01,FM,0256375000,0256373365,5
0110,90027,20060701042429,01,FM,0256375000,0256373403,5
0110,90027,20060701042821,01,FM,0256375000,0256373440,5
0110,90027,20060701043232,01,FM,0256375000,0256373481,5
0110,90027,20060701043654,01,FM,0256375000,0256373522,5
0110,90027,20060701044105,01,FM,0256375000,0256373562,5
0110,90027,20060701044456,01,FM,0256375000,0256373598,5
0110,90027,20060701044908,01,FM,0256375000,0256373637,5
0110,90027,20060701045309,01,FM,0256375000,0256373674,5
0110,90027,20060701045731,01,FM,0256375000,0256373714,5
0110,90027,20060701050132,01,FM,0256375000,0256373750,5
0110,90027,20060701050554,01,FM,0256375000,0256373790,5
0110,90027,20060701051015,01,FM,0256375000,0256373829,5
0110,90027,20060701051437,01,FM,0256375000,0256373867,5
0110,90027,20060701051919,01,FM,0256375000,0256373908,5
0110,90027,20060701052341,01,FM,0256375000,0256373946,5
0110,90027,20060701052752,01,FM,0256375000,0256373982,5
0110,90027,20060701053214,01,FM,0256375000,0256374019,5
0110,90027,20060701053635,01,FM,0256375000,0256374056,5
0110,90027,20060701054057,01,FM,0256375000,0256374092,5
0110,90027,20060701054539,01,FM,0256375000,0256374131,5
0110,90027,20060701055021,01,FM,0256375000,0256374170,5
0110,90027,20060701055432,01,FM,0256375000,0256374204,5
0110,90027,20060701055904,01,FM,0256375000,0256374241,5
0110,90027,20060701060346,01,FM,0256375000,0256374278,5
0110,90027,20060701060828,01,FM,0256375000,0256374316,5
0110,90027,20060701061239,01,FM,0256375000,0256374349,5
0110,90027,20060701062925,01,FM,0256375000,0256374479,5
0110,90027,20060701063347,01,FM,0256375000,0256374512,5
0110,90027,20060701063808,01,FM,0256375000,0256374545,5
0110,90027,20060701064220,01,FM,0256375000,0256374576,5
0110,90027,20060701064641,01,FM,0256375000,0256374609,5
0110,90027,20060701065113,01,FM,0256375000,0256374643,5
0110,90027,20060701065525,01,FM,0256375000,0256374674,5
0110,90027,20060701065926,01,FM,0256375000,0256374704,5
0110,90027,20060701070438,01,FM,0256375000,0256374742,5
0110,90027,20060701070920,01,FM,0256375000,0256374776,5
0110,90027,20060701071332,01,FM,0256375000,0256374807,5
0110,90027,20060701071743,01,FM,0256375000,0256374837,5
0110,90027,20060701072205,01,FM,0256375000,0256374869,5
0110,90027,20060701072616,01,FM,0256375000,0256374899,5
0110,90027,20060701073048,01,FM,0256375000,0256374931,5
0110,90027,20060701073530,01,FM,0256375000,0256374965,5
0110,90027,20060701073951,01,FM,0256375000,0256374996,5
0110,90027,20060701074413,01,FM,0256375000,0256375027,5
0110,90027,20060701074825,01,FM,0256375000,0256375057,5
0110,90027,20060701075226,01,FM,0256375000,0256375085,5
0110,90027,20060701075637,01,FM,0256375000,0256375115,5
0110,90027,20060701080059,01,FM,0256375000,0256375146,5
0110,90027,20060701080521,01,FM,0256375000,0256375177,5
0110,90027,20060701080933,01,FM,0256375000,0256375207,5
0110,90027,20060701081344,01,FM,0256375000,0256375236,5
0110,90027,20060701081806,01,FM,0256375000,0256375267,5
0110,90027,20060701082207,01,FM,0256375000,0256375296,5
0110,90027,20060701082558,01,FM,0256375000,0256375323,5
0110,90027,20060701083030,01,FM,0256375000,0256375355,5
0110,90027,20060701083441,01,FM,0256375000,0256375384,5
0110,90027,20060701083853,01,FM,0256375000,0256375414,5
0110,90027,20060701084335,01,FM,0256375000,0256375448,5
0110,90027,20060701084917,01,FM,0256375000,0256375488,5
0110,90027,20060701085329,01,FM,0256375000,0256375518,5
0110,90027,20060701085740,01,FM,0256375000,0256375548,5
0110,90027,20060701090202,01,FM,0256375000,0256375579,5
0110,90027,20060701090634,01,FM,0256375000,0256375612,5
0110,90027,20060701091055,01,FM,0256375000,0256375644,5
0110,90027,20060701091527,01,FM,0256375000,0256375676,5
0110,90027,20060701092019,01,FM,0256375000,0256375712,5
0110,90027,20060701092431,01,FM,0256375000,0256375743,5
0110,90027,20060701092852,01,FM,0256375000,0256375775,5
0110,90027,20060701093324,01,FM,0256375000,0256375808,5
0110,90027,20060701093726,01,FM,0256375000,0256375838,5
0110,90027,20060701094127,01,FM,0256375000,0256375868,5
0110,90027,20060701094559,01,FM,0256375000,0256375902,5
0110,90027,20060701095030,01,FM,0256375000,0256375937,5
0110,90027,20060701095442,01,FM,0256375000,0256375969,5
0110,90027,20060701095853,01,FM,0256375000,0256376001,5
0110,90027,20060701100325,01,FM,0256375000,0256376036,5
0110,90027,20060701100757,01,FM,0256375000,0256376071,5
0110,90027,20060701101219,01,FM,0256375000,0256376106,5
0110,90027,20060701101640,01,FM,0256375000,0256376140,5
0110,90027,20060701102112,01,FM,0256375000,0256376177,5
0110,90027,20060701102534,01,FM,0256375000,0256376212,5
0110,90027,20060701102945,01,FM,0256375000,0256376246,5
0110,90027,20060701103357,01,FM,0256375000,0256376281,5
0110,90027,20060701103818,01,FM,0256375000,0256376317,5
0110,90027,20060701104230,01,FM,0256375000,0256376353,5
0110,90027,20060701104712,01,FM,0256375000,0256376393,5
0110,90027,20060701105143,01,FM,0256375000,0256376432,5
0110,90027,20060701105605,01,FM,0256375000,0256376470,5
0110,90027,20060701110047,01,FM,0256375000,0256376512,5
0110,90027,20060701110529,01,FM,0256375000,0256376554,5
0110,90027,20060701110950,01,FM,0256375000,0256376594,5
0110,90027,20060701111412,01,FM,0256375000,0256376635,5
0110,90027,20060701111844,01,FM,0256375000,0256376677,5
0110,90027,20060701112305,01,FM,0256375000,0256376719,5
0110,90027,20060701112717,01,FM,0256375000,0256376759,5
0110,90027,20060701113148,01,FM,0256375000,0256376804,5
0110,90027,20060701113610,01,FM,0256375000,0256376847,5
0110,90027,20060701114022,01,FM,0256375000,0256376890,5
0110,90027,20060701114423,01,FM,0256375000,0256376931,5
0110,90027,20060701114845,01,FM,0256375000,0256376977,5
0110,90027,20060701115256,01,FM,0256375000,0256377021,5
0110,90027,20060701115708,01,FM,0256375000,0256377066,5
0110,90027,20060701120119,01,FM,0256375000,0256377111,5
0110,90027,20060701164350,01,FM,0256375000,0256373750,5
0110,90027,20060701164802,01,FM,0256375000,0256373785,5
0110,90027,20060701165203,01,FM,0256375000,0256373819,5
0110,90027,20060701165554,01,FM,0256375000,0256373851,5
0110,90027,20060701165945,01,FM,0256375000,0256373882,5
0110,90027,20060701170347,01,FM,0256375000,0256373914,5
0110,90027,20060701170738,01,FM,0256375000,0256373945,5
0110,90027,20060701171129,01,FM,0256375000,0256373976,5
0110,90027,20060701171541,01,FM,0256375000,0256374008,5
0110,90027,20060701171942,01,FM,0256375000,0256374040,5
0110,90027,20060701172333,01,FM,0256375000,0256374069,5
0110,90027,20060701172725,01,FM,0256375000,0256374098,5
0110,90027,20060701173116,01,FM,0256375000,0256374127,5
0110,90027,20060701173507,01,FM,0256375000,0256374156,5
0110,90027,20060701173908,01,FM,0256375000,0256374186,5
0110,90027,20060701174300,01,FM,0256375000,0256374214,5
0110,90027,20060701174711,01,FM,0256375000,0256374245,5
0110,90027,20060701175112,01,FM,0256375000,0256374274,5
0110,90027,20060701175504,01,FM,0256375000,0256374301,5
0110,90027,20060701175855,01,FM,0256375000,0256374329,5
0110,90027,20060701180256,01,FM,0256375000,0256374357,5
0110,90027,20060701180658,01,FM,0256375000,0256374385,5
0110,90027,20060701181059,01,FM,0256375000,0256374414,5
0110,90027,20060701181511,01,FM,0256375000,0256374443,5
0110,90027,20060701181912,01,FM,0256375000,0256374470,5
0110,90027,20060701182303,01,FM,0256375000,0256374497,5
0110,90027,20060701182654,01,FM,0256375000,0256374523,5
0110,90027,20060701183106,01,FM,0256375000,0256374551,5
0110,90027,20060701183517,01,FM,0256375000,0256374580,5
0110,90027,20060701183919,01,FM,0256375000,0256374607,5
0110,90027,20060701184310,01,FM,0256375000,0256374633,5
0110,90027,20060701184721,01,FM,0256375000,0256374661,5
0110,90027,20060701185123,01,FM,0256375000,0256374694,5
0110,90027,20060701185514,01,FM,0256375000,0256374713,5
0110,90027,20060701185905,01,FM,0256375000,0256374739,5
0110,90027,20060701190317,01,FM,0256375000,0256374766,5
0110,90027,20060701190658,01,FM,0256375000,0256374790,5
0110,90027,20060701191049,01,FM,0256375000,0256374816,5
0110,90027,20060701191501,01,FM,0256375000,0256374843,5
0110,90027,20060701191902,01,FM,0256375000,0256374869,5
0110,90027,20060701192253,01,FM,0256375000,0256374895,5
0110,90027,20060701192644,01,FM,0256375000,0256374920,5
0110,90027,20060701193046,01,FM,0256375000,0256374946,5
0110,90027,20060701193447,01,FM,0256375000,0256374972,5
0110,90027,20060701193859,01,FM,0256375000,0256374999,5
0110,90027,20060701194250,01,FM,0256375000,0256375024,5
0110,90027,20060701194701,01,FM,0256375000,0256375052,5
0110,90027,20060701195113,01,FM,0256375000,0256375079,5
0110,90027,20060701195504,01,FM,0256375000,0256375104,5
0110,90027,20060701195855,01,FM,0256375000,0256375129,5
0110,90027,20060701200257,01,FM,0256375000,0256375155,5
0110,90027,20060701200658,01,FM,0256375000,0256375182,5
